Datetime,Zone A,Zone B,Zone C,Zone A_incident,Zone B_incident,Zone C_incident,Temperature,Humidity
2017-03-01 22:30:00,38120.17021,23165.85366,22877.41935,0,0,0,14.78,81.0
2017-03-01 22:40:00,37256.17021,22573.17073,22331.6129,0,0,0,14.77,81.0
2017-03-01 22:50:00,36269.61702,21962.19512,21925.16129,0,0,0,14.8,81.2
2017-03-01 23:00:00,35234.04255,21460.97561,21309.67742,0,0,0,14.7,81.3
2017-03-01 23:10:00,34100.42553,20842.68293,20688.3871,0,0,0,14.55,81.6
2017-03-01 23:20:00,33156.76596,20418.29268,19980.0,0,0,0,14.24,82.1
2017-03-01 23:30:00,31900.59574,19876.82927,19364.51613,0,0,0,13.8,83.3
2017-03-01 23:40:00,30981.44681,19123.17073,18900.0,0,0,0,13.64,84.1
2017-03-01 23:50:00,30276.76596,18918.29268,18493.54839,0,0,0,13.61,84.5
2017-03-02 00:00:00,29210.55319,18417.07317,17947.74194,0,0,0,13.72,84.6
2017-03-02 00:10:00,28487.48936,17890.2439,17640.0,0,0,0,13.82,84.5
2017-03-02 00:20:00,27880.85106,17191.46341,17314.83871,0,0,0,13.93,84.7
2017-03-02 00:30:00,27231.31915,16807.31707,16734.19355,0,0,0,14.54,84.4
2017-03-02 00:40:00,26594.04255,16390.2439,16118.70968,0,0,0,14.96,81.7
2017-03-02 00:50:00,26097.70213,15823.17073,15787.74194,0,0,0,15.05,79.7
2017-03-02 01:00:00,25662.6383,15640.2439,15660.0,0,0,0,15.1,78.3
2017-03-02 01:10:00,25276.59574,15431.70732,15450.96774,0,0,0,14.74,79.2
2017-03-02 01:20:00,25025.3617,14992.68293,15090.96774,0,0,0,14.27,80.8
2017-03-02 01:30:00,24866.04255,14615.85366,14940.0,0,0,0,13.97,82.0
2017-03-02 01:40:00,24357.44681,14341.46341,14876.12903,0,0,0,14.02,82.5
2017-03-02 01:50:00,24106.21277,14410.97561,14800.64516,0,0,0,14.1,82.7
2017-03-02 02:00:00,23854.97872,14275.60976,14672.90323,0,0,0,14.37,82.8
2017-03-02 02:10:00,23401.53191,14034.14634,14533.54839,0,0,0,14.24,81.7
2017-03-02 02:20:00,23229.95745,13928.04878,14434.83871,0,0,0,14.09,82.0
2017-03-02 02:30:00,23107.40426,13960.97561,14434.83871,0,0,0,13.84,82.8
2017-03-02 02:40:00,22843.91489,13639.02439,14254.83871,0,0,0,13.63,83.7
2017-03-02 02:50:00,22807.14894,13609.7561,14109.67742,0,0,0,13.76,83.9
2017-03-02 03:00:00,22892.93617,13704.87805,13970.32258,0,0,0,14.15,83.7
2017-03-02 03:10:00,22604.93617,13580.4878,13964.51613,0,0,0,14.31,82.7
2017-03-02 03:20:00,22402.7234,13609.7561,13883.22581,0,0,0,13.67,83.2
2017-03-02 03:30:00,22151.48936,13653.65854,13720.64516,0,0,0,13.43,84.5
2017-03-02 03:40:00,22408.85106,13631.70732,13784.51613,0,0,0,13.51,84.2
2017-03-02 03:50:00,22225.02128,13620.73171,13650.96774,0,0,0,13.49,85.8
2017-03-02 04:00:00,22114.7234,13693.90244,13778.70968,0,0,0,13.79,85.0
2017-03-02 04:10:00,22053.44681,13774.39024,13621.93548,0,0,0,13.7,84.4
2017-03-02 04:20:00,22084.08511,13734.14634,13662.58065,0,0,0,13.42,84.5
2017-03-02 04:30:00,22090.21277,13598.78049,13680.0,0,0,0,12.95,85.4
2017-03-02 04:40:00,22335.31915,13778.04878,13790.32258,0,0,0,12.87,85.9
2017-03-02 04:50:00,22666.21277,14008.53659,13889.03226,0,0,0,12.82,86.1
2017-03-02 05:00:00,22733.61702,13836.58537,13825.16129,0,0,0,12.6,86.8
2017-03-02 05:10:00,23052.25532,13968.29268,14098.06452,0,0,0,12.46,87.6
2017-03-02 05:20:00,24467.74468,14758.53659,14771.6129,0,0,0,12.65,88.0
2017-03-02 05:30:00,24075.57447,14886.58537,14655.48387,0,0,0,13.14,87.6
2017-03-02 05:40:00,24118.46809,14623.17073,14382.58065,0,0,0,13.24,86.8
2017-03-02 05:50:00,23824.34043,14469.5122,14249.03226,0,0,0,13.27,86.5
2017-03-02 06:00:00,23162.55319,14571.95122,14063.22581,0,0,0,13.21,86.5
2017-03-02 06:10:00,23125.78723,14487.80488,13941.29032,0,0,0,13.3,86.6
2017-03-02 06:20:00,22868.42553,13957.31707,13575.48387,0,0,0,13.33,86.8
2017-03-02 06:30:00,22218.89362,13657.31707,12855.48387,0,0,0,13.43,86.8
2017-03-02 06:40:00,21820.59574,13595.12195,11810.32258,0,0,0,13.48,86.4
2017-03-02 06:50:00,21986.04255,13693.90244,11125.16129,0,0,0,13.36,86.4
2017-03-02 07:00:00,22568.17021,14304.87805,10968.3871,0,0,0,13.39,86.5
2017-03-02 07:10:00,23266.7234,14560.97561,11101.93548,0,0,0,13.48,86.4
2017-03-02 07:20:00,23701.78723,14831.70732,11287.74194,0,0,0,13.65,85.8
2017-03-02 07:30:00,24032.68085,15076.82927,11160.0,0,0,0,13.52,85.5
2017-03-02 07:40:00,23805.95745,15014.63415,11072.90323,0,0,0,13.46,85.7
2017-03-02 07:50:00,24130.7234,15091.46341,10974.19355,0,0,0,13.42,86.0
2017-03-02 08:00:00,24829.2766,15450.0,11078.70968,0,0,0,13.39,86.2
2017-03-02 08:10:00,25533.95745,15841.46341,11403.87097,0,0,0,13.4,86.3
2017-03-02 08:20:00,25938.38298,16382.92683,11647.74194,0,0,0,13.53,86.3
2017-03-02 08:30:00,26214.12766,16543.90244,11914.83871,0,0,0,13.69,86.1
2017-03-02 08:40:00,26734.97872,16814.63415,12042.58065,0,0,0,13.71,85.7
2017-03-02 08:50:00,27280.34043,17081.70732,12292.25806,0,0,0,13.72,85.5
2017-03-02 09:00:00,27715.40426,17564.63415,12692.90323,0,0,0,13.74,85.2
2017-03-02 09:10:00,28015.65957,18003.65854,13198.06452,0,0,0,13.77,84.9
2017-03-02 09:20:00,28652.93617,18160.97561,13505.80645,0,0,0,13.9,84.7
2017-03-02 09:30:00,29314.7234,18680.4878,13511.6129,0,0,0,13.9,84.3
2017-03-02 09:40:00,29688.51064,19060.97561,13685.80645,0,0,0,13.91,84.0
2017-03-02 09:50:00,29743.65957,19507.31707,14144.51613,0,0,0,14.05,83.8
2017-03-02 10:00:00,28928.68085,20268.29268,14597.41935,0,0,0,14.14,83.1
2017-03-02 10:10:00,29780.42553,20758.53659,14876.12903,0,0,0,14.24,82.8
2017-03-02 10:20:00,30478.97872,21402.43902,14957.41935,0,0,0,14.39,82.1
2017-03-02 10:30:00,30528.0,21552.43902,15120.0,0,0,0,14.65,81.6
2017-03-02 10:40:00,31159.14894,21720.73171,15480.0,0,0,0,15.02,81.0
2017-03-02 10:50:00,31244.93617,21760.97561,15729.67742,0,0,0,15.43,80.0
2017-03-02 11:00:00,31600.34043,22009.7561,15880.64516,0,0,0,15.8,78.9
2017-03-02 11:10:00,31532.93617,21976.82927,16008.3871,0,0,0,16.14,77.7
2017-03-02 11:20:00,31986.38298,22295.12195,15985.16129,0,0,0,16.39,76.3
2017-03-02 11:30:00,32378.55319,22401.21951,16165.16129,0,0,0,16.76,75.4
2017-03-02 11:40:00,32323.40426,22284.14634,15967.74194,0,0,0,17.06,73.8
2017-03-02 11:50:00,32672.68085,22371.95122,15932.90323,0,0,0,17.37,72.5
2017-03-02 12:00:00,32403.06383,22650.0,16037.41935,0,0,0,17.81,71.5
2017-03-02 12:10:00,32678.80851,22971.95122,16205.80645,0,0,0,18.36,70.3
2017-03-02 12:20:00,32801.3617,23140.2439,16321.93548,0,0,0,18.95,69.16
2017-03-02 12:30:00,33297.70213,23074.39024,16391.6129,0,0,0,19.43,68.06
2017-03-02 12:40:00,33726.6383,23132.92683,16554.19355,0,0,0,19.68,66.66
2017-03-02 12:50:00,33420.25532,23279.26829,16594.83871,0,0,0,19.93,64.85
2017-03-02 13:00:00,33211.91489,23140.2439,16803.87097,0,0,0,20.33,64.35
2017-03-02 13:10:00,33309.95745,23348.78049,16885.16129,0,0,0,20.36,63.42
2017-03-02 13:20:00,33457.02128,23089.02439,16838.70968,0,0,0,20.62,62.62
2017-03-02 13:30:00,32862.6383,22613.41463,16647.09677,0,0,0,20.79,62.62
2017-03-02 13:40:00,32727.82979,22532.92683,16821.29032,0,0,0,20.9,61.98
2017-03-02 13:50:00,32323.40426,22287.80488,16687.74194,0,0,0,21.0,61.52
2017-03-02 14:00:00,32004.76596,22298.78049,16525.16129,0,0,0,21.08,61.15
2017-03-02 14:10:00,32200.85106,22459.7561,16449.67742,0,0,0,21.32,59.81
2017-03-02 14:20:00,32292.76596,22576.82927,16403.22581,0,0,0,21.47,60.78
2017-03-02 14:30:00,32188.59574,22565.85366,16420.64516,0,0,0,21.42,59.71
2017-03-02 14:40:00,31857.70213,22346.34146,16391.6129,0,0,0,21.75,59.88
2017-03-02 14:50:00,31931.23404,22159.7561,16298.70968,0,0,0,21.74,58.31
2017-03-02 15:00:00,31925.10638,22573.17073,16159.35484,0,0,0,21.94,56.44
2017-03-02 15:10:00,31888.34043,22569.5122,16217.41935,0,0,0,21.78,56.71
2017-03-02 15:20:00,31575.82979,22375.60976,15909.67742,0,0,0,21.79,57.21
2017-03-02 15:30:00,31986.38298,22075.60976,15758.70968,0,0,0,21.6,58.14
2017-03-02 15:40:00,31839.31915,22214.63415,16014.19355,0,0,0,21.77,58.31
2017-03-02 15:50:00,31630.97872,22017.07317,16275.48387,0,0,0,21.77,56.91
2017-03-02 16:00:00,31906.7234,21358.53659,16316.12903,0,0,0,21.73,55.74
2017-03-02 16:10:00,32139.57447,20963.41463,16066.45161,0,0,0,21.57,57.41
2017-03-02 16:20:00,32396.93617,20696.34146,16112.90323,0,0,0,21.49,58.04
2017-03-02 16:30:00,32360.17021,20546.34146,15851.6129,0,0,0,21.29,58.91
2017-03-02 16:40:00,32017.02128,20301.21951,15857.41935,0,0,0,21.25,59.91
2017-03-02 16:50:00,32041.53191,20103.65854,15630.96774,0,0,0,21.05,60.77
2017-03-02 17:00:00,31649.3617,19756.09756,15433.54839,0,0,0,20.9,61.41
2017-03-02 17:10:00,31796.42553,19979.26829,15398.70968,0,0,0,20.71,61.77
2017-03-02 17:20:00,31857.70213,20140.2439,15497.41935,0,0,0,20.48,62.37
2017-03-02 17:30:00,31925.10638,19050.0,15654.19355,0,0,0,20.26,63.27
2017-03-02 17:40:00,32360.17021,19232.92683,15909.67742,0,0,0,20.07,63.47
2017-03-02 17:50:00,33028.08511,19726.82927,16710.96774,0,0,0,19.77,66.04
2017-03-02 18:00:00,34419.06383,20191.46341,18069.67742,0,0,0,19.43,67.08
2017-03-02 18:10:00,36055.14894,21263.41463,20432.90323,0,0,0,19.2,68.01
2017-03-02 18:20:00,39266.04255,23121.95122,23098.06452,0,0,0,18.95,69.45
2017-03-02 18:30:00,42538.21277,25031.70732,24056.12903,0,0,0,18.72,70.4
2017-03-02 18:40:00,43708.59574,25880.4878,24741.29032,0,0,0,18.46,71.4
2017-03-02 18:50:00,44106.89362,26169.5122,24967.74194,0,0,0,18.2,72.4
2017-03-02 19:00:00,44394.89362,26286.58537,25217.41935,0,0,0,17.85,73.6
2017-03-02 19:10:00,44793.19149,26293.90244,25223.22581,0,0,0,17.52,75.3
2017-03-02 19:20:00,44480.68085,26436.58537,25054.83871,0,0,0,17.14,76.3
2017-03-02 19:30:00,43935.31915,26268.29268,25083.87097,0,0,0,16.87,77.0
2017-03-02 19:40:00,44008.85106,26096.34146,25229.03226,0,0,0,16.6,77.9
2017-03-02 19:50:00,43671.82979,26023.17073,25263.87097,0,0,0,16.31,78.7
2017-03-02 20:00:00,43543.14894,25858.53659,25002.58065,0,0,0,16.08,79.4
2017-03-02 20:10:00,44155.91489,26213.41463,25536.77419,0,0,0,15.9,79.9
2017-03-02 20:20:00,44492.93617,26191.46341,25612.25806,0,0,0,15.72,80.4
2017-03-02 20:30:00,44364.25532,26260.97561,25623.87097,0,0,0,15.57,81.2
2017-03-02 20:40:00,44229.44681,26114.63415,25467.09677,0,0,0,15.41,81.9
2017-03-02 20:50:00,43953.70213,25960.97561,25374.19355,0,0,0,15.3,82.2
2017-03-02 21:00:00,43322.55319,26019.5122,25345.16129,0,0,0,15.15,82.6
2017-03-02 21:10:00,42905.87234,25869.5122,25298.70968,0,0,0,14.97,82.8
2017-03-02 21:20:00,42826.21277,25682.92683,25258.06452,0,0,0,14.83,83.0
2017-03-02 21:30:00,42311.48936,25456.09756,24973.54839,0,0,0,14.77,83.1
2017-03-02 21:40:00,41416.85106,25028.04878,24793.54839,0,0,0,14.67,83.6
2017-03-02 21:50:00,40191.31915,24278.04878,24392.90323,0,0,0,14.56,83.9
2017-03-02 22:00:00,39768.51064,23897.56098,24369.67742,0,0,0,14.46,84.4
2017-03-02 22:10:00,39621.44681,23539.02439,23980.64516,0,0,0,14.45,84.4
2017-03-02 22:20:00,38665.53191,23151.21951,23638.06452,0,0,0,14.37,84.5
2017-03-02 22:30:00,38101.78723,22639.02439,23144.51613,0,0,0,14.23,84.8
2017-03-02 22:40:00,37433.87234,22189.02439,22714.83871,0,0,0,14.19,84.9
2017-03-02 22:50:00,36471.82979,21768.29268,22023.87097,0,0,0,14.14,85.2
2017-03-02 23:00:00,35583.31915,21270.73171,21547.74194,0,0,0,14.07,85.6
2017-03-02 23:10:00,34743.82979,20634.14634,20972.90323,0,0,0,14.07,85.7
2017-03-02 23:20:00,33830.80851,20184.14634,20456.12903,0,0,0,13.94,85.8
2017-03-02 23:30:00,32580.76596,19525.60976,19736.12903,0,0,0,13.84,86.1
2017-03-02 23:40:00,31716.76596,19174.39024,19230.96774,0,0,0,13.83,86.1
2017-03-02 23:50:00,30895.65957,18940.2439,18569.03226,0,0,0,13.88,86.1
2017-03-03 00:00:00,29847.82979,18537.80488,18011.6129,0,0,0,13.82,85.8
2017-03-03 00:10:00,29143.14894,17948.78049,17698.06452,0,0,0,13.69,86.3
2017-03-03 00:20:00,28512.0,17162.19512,17465.80645,0,0,0,13.76,86.2
2017-03-03 00:30:00,27672.51064,16854.87805,17047.74194,0,0,0,13.88,85.8
2017-03-03 00:40:00,26894.29787,16434.14634,16542.58065,0,0,0,13.92,85.4
2017-03-03 00:50:00,26796.25532,16013.41463,16339.35484,0,0,0,13.75,84.8
2017-03-03 01:00:00,26208.0,15610.97561,16112.90323,0,0,0,13.54,85.4
2017-03-03 01:10:00,25374.6383,15453.65854,15851.6129,0,0,0,13.5,85.8
2017-03-03 01:20:00,25141.78723,15095.12195,15619.35484,0,0,0,13.48,85.9
2017-03-03 01:30:00,24290.04255,14648.78049,15398.70968,0,0,0,13.35,86.4
2017-03-03 01:40:00,24290.04255,14432.92683,15201.29032,0,0,0,13.27,86.6
2017-03-03 01:50:00,24002.04255,14414.63415,15149.03226,0,0,0,13.18,86.8
2017-03-03 02:00:00,23812.08511,14165.85366,14899.35484,0,0,0,13.21,87.1
2017-03-03 02:10:00,23879.48936,13898.78049,14823.87097,0,0,0,13.28,86.8
2017-03-03 02:20:00,23652.76596,13865.85366,14707.74194,0,0,0,13.34,86.7
2017-03-03 02:30:00,23487.31915,13887.80488,14719.35484,0,0,0,13.23,86.7
2017-03-03 02:40:00,23579.23404,13737.80488,14550.96774,0,0,0,13.16,87.0
2017-03-03 02:50:00,23119.65957,13646.34146,14341.93548,0,0,0,13.21,87.2
2017-03-03 03:00:00,22782.6383,13708.53659,14283.87097,0,0,0,13.24,87.0
2017-03-03 03:10:00,22782.6383,13723.17073,14289.67742,0,0,0,13.3,86.8
2017-03-03 03:20:00,22813.2766,13620.73171,14249.03226,0,0,0,13.36,86.1
2017-03-03 03:30:00,22451.74468,13470.73171,14028.3871,0,0,0,13.34,85.6
2017-03-03 03:40:00,22365.95745,13580.4878,14016.77419,0,0,0,13.34,85.6
2017-03-03 03:50:00,22390.46809,13715.85366,13999.35484,0,0,0,13.22,86.1
2017-03-03 04:00:00,22598.80851,13514.63415,13999.35484,0,0,0,13.16,87.0
2017-03-03 04:10:00,22464.0,13510.97561,13964.51613,0,0,0,13.11,87.3
2017-03-03 04:20:00,22310.80851,13620.73171,13958.70968,0,0,0,13.04,87.9
2017-03-03 04:30:00,22365.95745,13671.95122,14086.45161,0,0,0,13.08,87.9
2017-03-03 04:40:00,22427.23404,13551.21951,14144.51613,0,0,0,13.06,88.0
2017-03-03 04:50:00,22543.65957,13715.85366,14161.93548,0,0,0,13.0,88.2
2017-03-03 05:00:00,22966.46809,13950.0,14220.0,0,0,0,13.0,88.1
2017-03-03 05:10:00,23082.89362,14180.4878,14556.77419,0,0,0,13.05,87.9
2017-03-03 05:20:00,24069.44681,14769.5122,14986.45161,0,0,0,13.17,87.6
2017-03-03 05:30:00,24351.31915,14754.87805,15061.93548,0,0,0,13.27,86.7
2017-03-03 05:40:00,24142.97872,14758.53659,14864.51613,0,0,0,13.36,86.2
2017-03-03 05:50:00,23799.82979,14685.36585,14521.93548,0,0,0,13.4,85.3
2017-03-03 06:00:00,23609.87234,14601.21951,14359.35484,0,0,0,13.32,84.9
2017-03-03 06:10:00,23187.06383,14030.4878,14237.41935,0,0,0,13.18,85.5
2017-03-03 06:20:00,22709.10638,13756.09756,13877.41935,0,0,0,12.96,86.3
2017-03-03 06:30:00,21986.04255,13657.31707,12890.32258,0,0,0,12.81,86.9
2017-03-03 06:40:00,21900.25532,13514.63415,11729.03226,0,0,0,12.78,87.3
2017-03-03 06:50:00,21998.29787,13445.12195,11142.58065,0,0,0,12.81,87.3
2017-03-03 07:00:00,22365.95745,14085.36585,10968.3871,0,0,0,12.79,87.5
2017-03-03 07:10:00,22880.68085,14425.60976,10968.3871,0,0,0,12.8,87.6
2017-03-03 07:20:00,23254.46809,14776.82927,11020.64516,0,0,0,12.78,87.8
2017-03-03 07:30:00,23622.12766,15087.80488,11026.45161,0,0,0,12.72,87.8
2017-03-03 07:40:00,23536.34043,15109.7561,10939.35484,0,0,0,12.69,87.9
2017-03-03 07:50:00,23278.97872,15062.19512,10724.51613,0,0,0,12.64,87.9
2017-03-03 08:00:00,24014.29787,15446.34146,10712.90323,0,0,0,12.57,88.0
2017-03-03 08:10:00,24957.95745,16229.26829,10962.58065,0,0,0,12.51,88.0
2017-03-03 08:20:00,25264.34043,16492.68293,11078.70968,0,0,0,12.51,88.0
2017-03-03 08:30:00,26165.10638,16646.34146,11490.96774,0,0,0,12.49,87.8
2017-03-03 08:40:00,26906.55319,17282.92683,11734.83871,0,0,0,12.57,87.7
2017-03-03 08:50:00,27280.34043,17528.04878,11932.25806,0,0,0,12.7,87.6
2017-03-03 09:00:00,27378.38298,17626.82927,12141.29032,0,0,0,12.87,86.8
2017-03-03 09:10:00,28021.78723,17850.0,12541.93548,0,0,0,13.06,86.0
2017-03-03 09:20:00,28910.29787,18493.90244,12901.93548,0,0,0,13.4,85.3
2017-03-03 09:30:00,29388.25532,19159.7561,13256.12903,0,0,0,13.68,83.3
2017-03-03 09:40:00,28757.10638,19982.92683,13796.12903,0,0,0,13.97,81.5
2017-03-03 09:50:00,28965.44681,20107.31707,13935.48387,0,0,0,14.34,79.7
2017-03-03 10:00:00,29351.48936,20740.2439,14434.83871,0,0,0,14.39,78.6
2017-03-03 10:10:00,29976.51064,21003.65854,14713.54839,0,0,0,14.42,78.8
2017-03-03 10:20:00,30227.74468,21651.21951,14945.80645,0,0,0,14.74,78.9
2017-03-03 10:30:00,30889.53191,22108.53659,15218.70968,0,0,0,14.97,78.3
2017-03-03 10:40:00,31379.74468,22181.70732,15613.54839,0,0,0,15.35,76.5
2017-03-03 10:50:00,32366.29787,22287.80488,16188.3871,0,0,0,15.91,75.3
2017-03-03 11:00:00,33365.10638,22832.92683,16281.29032,0,0,0,16.34,73.6
2017-03-03 11:10:00,33885.95745,23114.63415,16467.09677,0,0,0,16.73,72.6
2017-03-03 11:20:00,33579.57447,23154.87805,16188.3871,0,0,0,17.28,70.5
2017-03-03 11:30:00,34198.46809,23396.34146,16229.03226,0,0,0,17.85,68.06
2017-03-03 11:40:00,34180.08511,23487.80488,16107.09677,0,0,0,18.33,66.52
2017-03-03 11:50:00,34241.3617,23052.43902,16031.6129,0,0,0,18.93,64.65
2017-03-03 12:00:00,34345.53191,23045.12195,16083.87097,0,0,0,19.1,63.15
2017-03-03 12:10:00,33849.19149,23264.63415,16153.54839,0,0,0,19.6,60.68
2017-03-03 12:20:00,33352.85106,22847.56098,16072.25806,0,0,0,20.05,57.34
2017-03-03 12:30:00,32660.42553,22609.7561,15950.32258,0,0,0,20.57,55.84
2017-03-03 12:40:00,32930.04255,22536.58537,15967.74194,0,0,0,21.15,49.4
2017-03-03 12:50:00,32856.51064,22368.29268,16031.6129,0,0,0,21.44,46.09
2017-03-03 13:00:00,32770.7234,22123.17073,15805.16129,0,0,0,21.69,43.83
2017-03-03 13:10:00,33021.95745,22079.26829,16287.09677,0,0,0,21.98,43.29
2017-03-03 13:20:00,33646.97872,22862.19512,16501.93548,0,0,0,22.24,41.79
2017-03-03 13:30:00,34235.23404,23096.34146,16525.16129,0,0,0,22.5,38.32
2017-03-03 13:40:00,33941.10638,22836.58537,16438.06452,0,0,0,22.98,31.58
2017-03-03 13:50:00,33610.21277,22679.26829,16600.64516,0,0,0,23.04,31.71
2017-03-03 14:00:00,33408.0,23026.82927,16467.09677,0,0,0,23.21,34.51
2017-03-03 14:10:00,33383.48936,22843.90244,16350.96774,0,0,0,23.61,32.61
2017-03-03 14:20:00,33169.02128,22884.14634,16188.3871,0,0,0,23.54,35.38
2017-03-03 14:30:00,33034.21277,22558.53659,16275.48387,0,0,0,23.51,37.25
2017-03-03 14:40:00,33089.3617,22404.87805,16136.12903,0,0,0,23.74,38.22
2017-03-03 14:50:00,32966.80851,22529.26829,16147.74194,0,0,0,23.61,38.45
2017-03-03 15:00:00,32556.25532,22313.41463,16223.22581,0,0,0,23.8,38.05
2017-03-03 15:10:00,32519.48936,22112.19512,15979.35484,0,0,0,24.12,37.95
2017-03-03 15:20:00,32200.85106,22039.02439,15787.74194,0,0,0,24.16,37.15
2017-03-03 15:30:00,31986.38298,21929.26829,15613.54839,0,0,0,24.15,36.82
2017-03-03 15:40:00,32041.53191,21867.07317,15509.03226,0,0,0,24.33,38.18
2017-03-03 15:50:00,32072.17021,21907.31707,15340.64516,0,0,0,24.32,38.52
2017-03-03 16:00:00,31667.74468,21625.60976,15456.77419,0,0,0,24.57,41.25
2017-03-03 16:10:00,31496.17021,21534.14634,15433.54839,0,0,0,24.45,40.89
2017-03-03 16:20:00,31624.85106,21157.31707,15439.35484,0,0,0,23.73,46.66
2017-03-03 16:30:00,32059.91489,20787.80488,15381.29032,0,0,0,22.86,47.9
2017-03-03 16:40:00,32562.38298,19800.0,15387.09677,0,0,0,22.3,48.83
2017-03-03 16:50:00,32513.3617,19481.70732,15334.83871,0,0,0,22.08,49.59
2017-03-03 17:00:00,32501.10638,19510.97561,15247.74194,0,0,0,22.0,51.39
2017-03-03 17:10:00,33021.95745,19730.4878,15369.67742,0,0,0,21.24,56.0
2017-03-03 17:20:00,32832.0,19796.34146,15584.51613,0,0,0,20.84,55.83
2017-03-03 17:30:00,32997.44681,19807.31707,15828.3871,0,0,0,20.17,57.27
2017-03-03 17:40:00,33365.10638,19807.31707,16124.51613,0,0,0,19.99,57.4
2017-03-03 17:50:00,34063.65957,20228.04878,16931.6129,0,0,0,19.72,57.13
2017-03-03 18:00:00,35166.6383,20685.36585,18226.45161,0,0,0,19.61,57.4
2017-03-03 18:10:00,37421.61702,21662.19512,20409.67742,0,0,0,19.76,56.9
2017-03-03 18:20:00,40258.7234,23571.95122,22912.25806,0,0,0,19.76,56.33
2017-03-03 18:30:00,42452.42553,25039.02439,23887.74194,0,0,0,19.82,55.76
2017-03-03 18:40:00,43169.3617,25452.43902,24375.48387,0,0,0,19.83,55.3
2017-03-03 18:50:00,43628.93617,25573.17073,25031.6129,0,0,0,19.57,55.56
2017-03-03 19:00:00,43776.0,25459.7561,25159.35484,0,0,0,19.51,55.56
2017-03-03 19:10:00,43457.3617,25569.5122,25072.25806,0,0,0,19.27,56.4
2017-03-03 19:20:00,43543.14894,25920.73171,25049.03226,0,0,0,18.79,58.9
2017-03-03 19:30:00,43046.80851,25690.2439,25049.03226,0,0,0,18.34,60.8
2017-03-03 19:40:00,42991.65957,25639.02439,25176.77419,0,0,0,18.08,61.57
2017-03-03 19:50:00,42783.31915,25573.17073,25234.83871,0,0,0,17.9,62.37
2017-03-03 20:00:00,42783.31915,25404.87805,25089.67742,0,0,0,17.64,63.57
2017-03-03 20:10:00,43083.57447,25642.68293,25176.77419,0,0,0,17.14,65.07
2017-03-03 20:20:00,43285.78723,25671.95122,25217.41935,0,0,0,16.78,66.54
2017-03-03 20:30:00,43334.80851,25452.43902,25368.3871,0,0,0,16.66,67.21
2017-03-03 20:40:00,43432.85106,25500.0,25269.67742,0,0,0,16.36,68.31
2017-03-03 20:50:00,43114.21277,25350.0,25083.87097,0,0,0,16.01,69.95
2017-03-03 21:00:00,42305.3617,24925.60976,25014.19355,0,0,0,15.83,71.0
2017-03-03 21:10:00,42121.53191,24782.92683,24857.41935,0,0,0,15.64,72.4
2017-03-03 21:20:00,41625.19149,24471.95122,24648.3871,0,0,0,15.53,73.0
2017-03-03 21:30:00,41079.82979,24223.17073,24241.93548,0,0,0,16.05,75.2
2017-03-03 21:40:00,40552.85106,23908.53659,23905.16129,0,0,0,16.95,75.0
2017-03-03 21:50:00,40123.91489,23451.21951,23684.51613,0,0,0,17.02,78.0
2017-03-03 22:00:00,39517.2766,23067.07317,23527.74194,0,0,0,16.96,80.3
2017-03-03 22:10:00,38616.51064,22810.97561,23376.77419,0,0,0,16.79,82.0
2017-03-03 22:20:00,37911.82979,22532.92683,23115.48387,0,0,0,16.61,83.3
2017-03-03 22:30:00,37703.48936,22141.46341,22854.19355,0,0,0,16.51,84.1
2017-03-03 22:40:00,36582.12766,21380.4878,22383.87097,0,0,0,16.33,84.8
2017-03-03 22:50:00,35877.44681,20937.80488,22209.67742,0,0,0,16.19,85.2
2017-03-03 23:00:00,35117.61702,20656.09756,21814.83871,0,0,0,16.08,85.4
2017-03-03 23:10:00,34020.76596,20089.02439,21280.64516,0,0,0,16.0,85.4
2017-03-03 23:20:00,33144.51064,19613.41463,20496.77419,0,0,0,15.95,85.4
2017-03-03 23:30:00,31943.48936,19017.07317,19869.67742,0,0,0,15.93,85.3
2017-03-03 23:40:00,31300.08511,18321.95122,19405.16129,0,0,0,15.88,85.2
2017-03-03 23:50:00,30491.23404,17623.17073,18801.29032,0,0,0,15.86,85.5
2017-03-04 00:00:00,29572.08511,17195.12195,18336.77419,0,0,0,15.87,85.7
2017-03-04 00:10:00,28971.57447,16862.19512,17761.93548,0,0,0,15.79,86.3
2017-03-04 00:20:00,28383.31915,16404.87805,17454.19355,0,0,0,15.59,86.7
2017-03-04 00:30:00,27648.0,16060.97561,16885.16129,0,0,0,15.59,87.1
2017-03-04 00:40:00,26875.91489,15541.46341,16362.58065,0,0,0,15.62,87.1
2017-03-04 00:50:00,26532.76596,15292.68293,16170.96774,0,0,0,15.69,87.2
2017-03-04 01:00:00,26067.06383,14791.46341,15967.74194,0,0,0,15.72,87.6
2017-03-04 01:10:00,25613.61702,14550.0,15445.16129,0,0,0,15.67,87.9
2017-03-04 01:20:00,25056.0,14217.07317,15427.74194,0,0,0,15.59,88.0
2017-03-04 01:30:00,24884.42553,13891.46341,15212.90323,0,0,0,15.48,88.1
2017-03-04 01:40:00,24424.85106,13697.56098,14986.45161,0,0,0,15.23,87.9
2017-03-04 01:50:00,24087.82979,13569.5122,14823.87097,0,0,0,15.04,87.5
2017-03-04 02:00:00,23995.91489,13441.46341,14620.64516,0,0,0,15.09,86.9
